Colony,Treatment,Box Name,Date,Time,Time.Point,Day,Attack,Darting,Humming,Total,Batch
N8,6-azacytidine,N8.C1,02/02/2021,1,17,D6,0,0,1,1,3
N8,6-azacytidine,N8.C1,02/02/2021,5,18,D6,0,0,0,0,3
N8,Decitabine,N8.A2,30/01/2021,9,1,D1,0,0,0,0,3
N8,Decitabine,N8.A2,30/01/2021,1,2,D1,0,0,0,0,3
N8,Decitabine,N8.A2,30/01/2021,5,3,D1,0,0,0,0,3
N8,Decitabine,N8.A2,31/01/2021,9,4,D2,0,0,1,1,3
N8,Decitabine,N8.A2,31/01/2021,1,5,D2,0,0,1,1,3
N8,Decitabine,N8.A2,31/01/2021,5,6,D2,1,0,2,3,3
N8,Decitabine,N8.A2,01/02/2021,9,7,D3,3,0,1,4,3
N8,Decitabine,N8.A2,01/02/2021,1,8,D3,0,0,1,1,3
N8,Decitabine,N8.A2,01/02/2021,5,9,D3,0,1,1,2,3
N8,Decitabine,N8.A2,02/02/2021,9,10,D4,0,0,1,1,3
N8,Decitabine,N8.A2,02/02/2021,1,11,D4,0,0,0,0,3
N8,Decitabine,N8.A2,02/02/2021,5,12,D4,0,0,0,0,3
N8,Decitabine,N8.A2,03/02/2021,9,13,D5,1,0,1,2,3
N8,Decitabine,N8.A2,03/02/2021,1,14,D5,0,1,0,1,3
N8,Decitabine,N8.A2,03/02/2021,5,15,D5,0,0,0,0,3
N8,Decitabine,N8.A2,04/02/2021,9,16,D6,0,0,0,0,3
N8,Decitabine,N8.A2,04/02/2021,1,17,D6,0,0,2,2,3
N8,Decitabine,N8.A2,04/02/2021,5,18,D6,0,0,0,0,3
N8,Control,N8.B2,01/02/2021,9,1,D1,0,0,0,0,3
N8,Control,N8.B2,01/02/2021,1,2,D1,0,0,0,0,3
N8,Control,N8.B2,01/02/2021,5,3,D1,0,0,0,0,3
N8,Control,N8.B2,02/02/2021,9,4,D2,0,0,0,0,3
N8,Control,N8.B2,02/02/2021,1,5,D2,1,0,0,1,3
N8,Control,N8.B2,02/02/2021,5,6,D2,1,0,1,2,3
N8,Control,N8.B2,03/02/2021,9,7,D3,0,0,1,1,3
N8,Control,N8.B2,03/02/2021,1,8,D3,0,0,0,0,3
N8,Control,N8.B2,03/02/2021,5,9,D3,0,0,0,0,3
N8,Control,N8.B2,04/02/2021,9,10,D4,0,0,1,1,3
N8,Control,N8.B2,04/02/2021,1,11,D4,0,0,2,2,3
N8,Control,N8.B2,04/02/2021,5,12,D4,0,0,0,0,3
N8,Control,N8.B2,05/02/2021,9,13,D5,0,1,1,2,3
N8,Control,N8.B2,05/02/2021,1,14,D5,0,0,0,0,3
N8,Control,N8.B2,05/02/2021,5,15,D5,0,0,1,1,3
N8,Control,N8.B2,06/02/2021,9,16,D6,0,0,0,0,3
N8,Control,N8.B2,06/02/2021,1,17,D6,0,0,0,0,3
N8,Control,N8.B2,06/02/2021,5,18,D6,0,0,0,0,3
N8,6-azacytidine,N8.C2,02/02/2021,9,1,D1,0,0,0,0,3
N8,6-azacytidine,N8.C2,02/02/2021,1,2,D1,0,0,0,0,3
N8,6-azacytidine,N8.C2,02/02/2021,5,3,D1,0,0,0,0,3
N8,6-azacytidine,N8.C2,03/02/2021,9,4,D2,0,0,2,2,3
N8,6-azacytidine,N8.C2,03/02/2021,1,5,D2,0,0,2,2,3
N8,6-azacytidine,N8.C2,03/02/2021,5,6,D2,0,0,11,11,3
N8,6-azacytidine,N8.C2,04/02/2021,9,7,D3,0,0,4,4,3
N8,6-azacytidine,N8.C2,04/02/2021,1,8,D3,0,0,2,2,3
N8,6-azacytidine,N8.C2,04/02/2021,5,9,D3,1,0,4,5,3
N8,6-azacytidine,N8.C2,05/02/2021,9,10,D4,0,0,0,0,3
N8,6-azacytidine,N8.C2,05/02/2021,1,11,D4,0,0,1,1,3
N8,6-azacytidine,N8.C2,05/02/2021,5,12,D4,0,0,0,0,3
N8,6-azacytidine,N8.C2,06/02/2021,9,13,D5,0,0,1,1,3
N8,6-azacytidine,N8.C2,06/02/2021,1,14,D5,0,0,0,0,3
N8,6-azacytidine,N8.C2,06/02/2021,5,15,D5,0,0,2,2,3
N8,6-azacytidine,N8.C2,07/02/2021,9,16,D6,0,0,1,1,3
N8,6-azacytidine,N8.C2,07/02/2021,1,17,D6,0,0,0,0,3
N8,6-azacytidine,N8.C2,07/02/2021,5,18,D6,0,0,0,0,3
N8,6-azacytidine,N8.C3,07/02/2021,9,1,D1,0,0,0,0,3
N8,6-azacytidine,N8.C3,07/02/2021,1,2,D1,0,0,0,0,3
N8,6-azacytidine,N8.C3,07/02/2021,5,3,D1,0,0,0,0,3
N8,6-azacytidine,N8.C3,08/02/2021,9,4,D2,0,0,2,2,3
N8,6-azacytidine,N8.C3,08/02/2021,1,5,D2,0,0,2,2,3
N8,6-azacytidine,N8.C3,08/02/2021,5,6,D2,0,0,2,2,3
N8,6-azacytidine,N8.C3,09/02/2021,9,7,D3,0,0,0,0,3
N8,6-azacytidine,N8.C3,09/02/2021,1,8,D3,0,0,1,1,3
N8,6-azacytidine,N8.C3,09/02/2021,5,9,D3,0,2,1,3,3
N8,6-azacytidine,N8.C3,10/02/2021,9,10,D4,0,0,1,1,3
N8,6-azacytidine,N8.C3,10/02/2021,1,11,D4,0,1,0,1,3
N8,6-azacytidine,N8.C3,10/02/2021,5,12,D4,0,0,1,1,3
N8,6-azacytidine,N8.C3,11/02/2021,9,13,D5,0,0,1,1,3
N8,6-azacytidine,N8.C3,11/02/2021,1,14,D5,0,0,1,1,3
N8,6-azacytidine,N8.C3,11/02/2021,5,15,D5,0,0,0,0,3
N8,6-azacytidine,N8.C3,12/02/2021,9,16,D6,0,0,0,0,3
N8,6-azacytidine,N8.C3,12/02/2021,1,17,D6,0,0,1,1,3
N8,6-azacytidine,N8.C3,12/02/2021,5,18,D6,0,1,0,1,3
